abs_path,rel_path,class
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0039,datasets/dataset/1/0039,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0040,datasets/dataset/1/0040,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0041,datasets/dataset/1/0041,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0042,datasets/dataset/1/0042,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0043,datasets/dataset/1/0043,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0044,datasets/dataset/1/0044,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0045,datasets/dataset/1/0045,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0046,datasets/dataset/1/0046,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0047,datasets/dataset/1/0047,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0048,datasets/dataset/1/0048,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0049,datasets/dataset/1/0049,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0050,datasets/dataset/1/0050,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0051,datasets/dataset/1/0051,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0052,datasets/dataset/1/0052,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0053,datasets/dataset/1/0053,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0054,datasets/dataset/1/0054,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0055,datasets/dataset/1/0055,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0056,datasets/dataset/1/0056,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0057,datasets/dataset/1/0057,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0058,datasets/dataset/1/0058,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0059,datasets/dataset/1/0059,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0060,datasets/dataset/1/0060,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0061,datasets/dataset/1/0061,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0062,datasets/dataset/1/0062,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0063,datasets/dataset/1/0063,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0064,datasets/dataset/1/0064,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0065,datasets/dataset/1/0065,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0066,datasets/dataset/1/0066,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0067,datasets/dataset/1/0067,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0068,datasets/dataset/1/0068,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0069,datasets/dataset/1/0069,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0070,datasets/dataset/1/0070,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0071,datasets/dataset/1/0071,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0072,datasets/dataset/1/0072,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0073,datasets/dataset/1/0073,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0074,datasets/dataset/1/0074,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0075,datasets/dataset/1/0075,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0076,datasets/dataset/1/0076,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0077,datasets/dataset/1/0077,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0078,datasets/dataset/1/0078,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0079,datasets/dataset/1/0079,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0080,datasets/dataset/1/0080,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0081,datasets/dataset/1/0081,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0082,datasets/dataset/1/0082,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0083,datasets/dataset/1/0083,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0084,datasets/dataset/1/0084,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0085,datasets/dataset/1/0085,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0086,datasets/dataset/1/0086,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0087,datasets/dataset/1/0087,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0088,datasets/dataset/1/0088,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0089,datasets/dataset/1/0089,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0090,datasets/dataset/1/0090,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0091,datasets/dataset/1/0091,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0092,datasets/dataset/1/0092,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0093,datasets/dataset/1/0093,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0094,datasets/dataset/1/0094,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0095,datasets/dataset/1/0095,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0096,datasets/dataset/1/0096,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0097,datasets/dataset/1/0097,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0098,datasets/dataset/1/0098,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0099,datasets/dataset/1/0099,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0100,datasets/dataset/1/0100,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0101,datasets/dataset/1/0101,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0102,datasets/dataset/1/0102,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0103,datasets/dataset/1/0103,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0104,datasets/dataset/1/0104,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0105,datasets/dataset/1/0105,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0106,datasets/dataset/1/0106,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0107,datasets/dataset/1/0107,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0108,datasets/dataset/1/0108,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0109,datasets/dataset/1/0109,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0110,datasets/dataset/1/0110,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0111,datasets/dataset/1/0111,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0112,datasets/dataset/1/0112,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0113,datasets/dataset/1/0113,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0114,datasets/dataset/1/0114,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0115,datasets/dataset/1/0115,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0116,datasets/dataset/1/0116,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0117,datasets/dataset/1/0117,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0118,datasets/dataset/1/0118,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0119,datasets/dataset/1/0119,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0120,datasets/dataset/1/0120,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0121,datasets/dataset/1/0121,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0122,datasets/dataset/1/0122,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0123,datasets/dataset/1/0123,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0124,datasets/dataset/1/0124,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0125,datasets/dataset/1/0125,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0126,datasets/dataset/1/0126,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0127,datasets/dataset/1/0127,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0128,datasets/dataset/1/0128,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0129,datasets/dataset/1/0129,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0130,datasets/dataset/1/0130,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0131,datasets/dataset/1/0131,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0132,datasets/dataset/1/0132,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0133,datasets/dataset/1/0133,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0134,datasets/dataset/1/0134,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0135,datasets/dataset/1/0135,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0136,datasets/dataset/1/0136,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0137,datasets/dataset/1/0137,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0138,datasets/dataset/1/0138,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0139,datasets/dataset/1/0139,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0140,datasets/dataset/1/0140,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0141,datasets/dataset/1/0141,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0142,datasets/dataset/1/0142,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0143,datasets/dataset/1/0143,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0144,datasets/dataset/1/0144,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0145,datasets/dataset/1/0145,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0146,datasets/dataset/1/0146,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0147,datasets/dataset/1/0147,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0148,datasets/dataset/1/0148,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0149,datasets/dataset/1/0149,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0150,datasets/dataset/1/0150,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0151,datasets/dataset/1/0151,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0152,datasets/dataset/1/0152,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0153,datasets/dataset/1/0153,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0154,datasets/dataset/1/0154,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0155,datasets/dataset/1/0155,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0156,datasets/dataset/1/0156,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0157,datasets/dataset/1/0157,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0158,datasets/dataset/1/0158,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0159,datasets/dataset/1/0159,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0160,datasets/dataset/1/0160,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0161,datasets/dataset/1/0161,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0162,datasets/dataset/1/0162,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0163,datasets/dataset/1/0163,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0164,datasets/dataset/1/0164,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0165,datasets/dataset/1/0165,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0166,datasets/dataset/1/0166,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0167,datasets/dataset/1/0167,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0168,datasets/dataset/1/0168,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0169,datasets/dataset/1/0169,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0170,datasets/dataset/1/0170,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0171,datasets/dataset/1/0171,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0172,datasets/dataset/1/0172,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0173,datasets/dataset/1/0173,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0174,datasets/dataset/1/0174,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0175,datasets/dataset/1/0175,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0176,datasets/dataset/1/0176,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0177,datasets/dataset/1/0177,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0178,datasets/dataset/1/0178,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0179,datasets/dataset/1/0179,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0180,datasets/dataset/1/0180,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0181,datasets/dataset/1/0181,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0182,datasets/dataset/1/0182,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0183,datasets/dataset/1/0183,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0184,datasets/dataset/1/0184,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0185,datasets/dataset/1/0185,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0186,datasets/dataset/1/0186,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0187,datasets/dataset/1/0187,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0188,datasets/dataset/1/0188,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0189,datasets/dataset/1/0189,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0190,datasets/dataset/1/0190,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0191,datasets/dataset/1/0191,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0192,datasets/dataset/1/0192,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0193,datasets/dataset/1/0193,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0194,datasets/dataset/1/0194,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0195,datasets/dataset/1/0195,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0196,datasets/dataset/1/0196,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0197,datasets/dataset/1/0197,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0198,datasets/dataset/1/0198,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0199,datasets/dataset/1/0199,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0200,datasets/dataset/1/0200,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0201,datasets/dataset/1/0201,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0202,datasets/dataset/1/0202,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0203,datasets/dataset/1/0203,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0204,datasets/dataset/1/0204,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0205,datasets/dataset/1/0205,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0206,datasets/dataset/1/0206,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0207,datasets/dataset/1/0207,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0208,datasets/dataset/1/0208,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0209,datasets/dataset/1/0209,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0210,datasets/dataset/1/0210,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0211,datasets/dataset/1/0211,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0212,datasets/dataset/1/0212,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0213,datasets/dataset/1/0213,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0214,datasets/dataset/1/0214,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0215,datasets/dataset/1/0215,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0216,datasets/dataset/1/0216,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0217,datasets/dataset/1/0217,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0218,datasets/dataset/1/0218,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0219,datasets/dataset/1/0219,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0220,datasets/dataset/1/0220,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0221,datasets/dataset/1/0221,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0222,datasets/dataset/1/0222,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0223,datasets/dataset/1/0223,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0224,datasets/dataset/1/0224,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0225,datasets/dataset/1/0225,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0226,datasets/dataset/1/0226,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0227,datasets/dataset/1/0227,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0228,datasets/dataset/1/0228,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0229,datasets/dataset/1/0229,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0230,datasets/dataset/1/0230,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0231,datasets/dataset/1/0231,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0232,datasets/dataset/1/0232,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0233,datasets/dataset/1/0233,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0234,datasets/dataset/1/0234,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0235,datasets/dataset/1/0235,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0236,datasets/dataset/1/0236,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0237,datasets/dataset/1/0237,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0238,datasets/dataset/1/0238,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0239,datasets/dataset/1/0239,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0240,datasets/dataset/1/0240,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0241,datasets/dataset/1/0241,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0242,datasets/dataset/1/0242,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0243,datasets/dataset/1/0243,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0244,datasets/dataset/1/0244,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0245,datasets/dataset/1/0245,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0246,datasets/dataset/1/0246,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0247,datasets/dataset/1/0247,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0248,datasets/dataset/1/0248,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0249,datasets/dataset/1/0249,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0250,datasets/dataset/1/0250,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0251,datasets/dataset/1/0251,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0252,datasets/dataset/1/0252,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0253,datasets/dataset/1/0253,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0254,datasets/dataset/1/0254,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0255,datasets/dataset/1/0255,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0256,datasets/dataset/1/0256,1
/home/nick/Desktop/Univ/Programming/end_5_lab/datasets/dataset/1/0257,datasets/dataset/1/0257,1
